date,merchant,category,amount,payment_mode,month,month_num
2024-11-18,ATM Withdrawal,Miscellaneous,3962.71,UPI,November,11
2024-11-18,Meesho,Shopping,1040.6,Net Banking,November,11
2024-11-18,Nykaa,Shopping,2137.48,UPI,November,11
2024-11-20,Subway,Food & Dining,325.45,UPI,November,11
2024-11-20,PharmEasy,Health,615.32,Cash,November,11
2024-11-21,JioMart,Groceries,1776.92,Debit Card,November,11
2024-11-21,Rapido,Transport,361.04,Debit Card,November,11
2024-11-21,Internshala,Education,3452.92,UPI,November,11
2024-11-21,JioMart,Groceries,1414.03,UPI,November,11
2024-11-22,McDonald's,Food & Dining,490.44,UPI,November,11
2024-11-22,Ajio,Shopping,1938.27,UPI,November,11
2024-11-22,Steam,Entertainment,639.27,UPI,November,11
2024-11-23,KFC,Food & Dining,299.06,Debit Card,November,11
2024-11-23,Lakme,Personal Care,455.25,Credit Card,November,11
2024-11-23,Amazon,Shopping,1515.22,Debit Card,November,11
2024-11-24,Nykaa,Shopping,6190.24,Net Banking,November,11
2024-11-24,Cult.fit,Health,393.44,UPI,November,11
2024-11-24,RedBus,Transport,1378.51,UPI,November,11
2024-11-24,Water Bill,Utilities,888.97,UPI,November,11
2024-11-25,Nykaa,Personal Care,2028.56,UPI,November,11
2024-11-26,Cafe Coffee Day,Food & Dining,484.86,Debit Card,November,11
2024-11-26,Indian Railways,Transport,490.53,Net Banking,November,11
2024-11-26,Airtel,Utilities,250.75,UPI,November,11
2024-11-26,Jio Recharge,Utilities,1491.68,UPI,November,11
2024-11-27,Indian Railways,Transport,1122.76,Cash,November,11
2024-11-27,McDonald's,Food & Dining,751.32,UPI,November,11
2024-11-27,Cafe Coffee Day,Food & Dining,521.77,Credit Card,November,11
2024-11-27,Rapido,Transport,1425.66,UPI,November,11
2024-11-27,Ola,Transport,858.22,UPI,November,11
2024-11-28,Unacademy,Education,1042.15,Debit Card,November,11
2024-11-28,McDonald's,Food & Dining,935.88,UPI,November,11
2024-11-29,Zomato,Food & Dining,884.02,UPI,November,11
2024-11-29,Cafe Coffee Day,Food & Dining,985.58,Credit Card,November,11
2024-11-29,UPI Transfer,Miscellaneous,1244.15,Credit Card,November,11
2024-11-30,Salon,Personal Care,879.13,Cash,November,11
2024-11-30,ATM Withdrawal,Miscellaneous,450.49,Credit Card,November,11
2024-11-30,Jio Recharge,Utilities,1051.96,UPI,November,11
2024-12-01,Airtel,Utilities,893.54,Credit Card,December,12
2024-12-01,Myntra,Shopping,1391.66,Net Banking,December,12
2024-12-01,Meesho,Shopping,2470.62,UPI,December,12
2024-12-01,Internshala,Education,1216.36,UPI,December,12
2024-12-02,IndiGo Airlines,Transport,880.84,UPI,December,12
2024-12-03,Subway,Food & Dining,641.81,UPI,December,12
2024-12-03,McDonald's,Food & Dining,316.35,Credit Card,December,12
2024-12-03,Cafe Coffee Day,Food & Dining,753.35,UPI,December,12
2024-12-04,Swiggy,Food & Dining,180.36,UPI,December,12
2024-12-04,Airtel,Utilities,567.65,Credit Card,December,12
2024-12-04,Blinkit,Groceries,1341.71,UPI,December,12
2024-12-04,Amazon,Shopping,1355.2,UPI,December,12
2024-12-05,KFC,Food & Dining,371.46,Net Banking,December,12
2024-12-05,Ajio,Shopping,1706.01,UPI,December,12
2024-12-06,Swiggy,Food & Dining,565.12,Credit Card,December,12
2024-12-07,Electricity Bill,Utilities,1124.93,UPI,December,12
2024-12-08,Uber,Transport,1088.26,Credit Card,December,12
2024-12-09,Unacademy,Education,1084.3,Debit Card,December,12
2024-12-09,Salon,Personal Care,914.02,Debit Card,December,12
2024-12-09,Internshala,Education,1635.64,Debit Card,December,12
2024-12-10,Coursera,Education,368.72,Debit Card,December,12
2024-12-10,Blinkit,Groceries,524.05,Credit Card,December,12
2024-12-10,KFC,Food & Dining,537.56,Cash,December,12
2024-12-11,Flipkart,Shopping,713.68,UPI,December,12
2024-12-11,Udemy,Education,2273.18,UPI,December,12
2024-12-12,PharmEasy,Health,906.21,UPI,December,12
2024-12-12,Ajio,Shopping,4128.21,Cash,December,12
2024-12-12,UPI Transfer,Miscellaneous,448.82,Debit Card,December,12
2024-12-12,KFC,Food & Dining,357.13,UPI,December,12
2024-12-13,Unacademy,Education,1674.42,UPI,December,12
2024-12-13,BookMyShow,Entertainment,138.55,UPI,December,12
2024-12-13,Rapido,Transport,876.77,Credit Card,December,12
2024-12-13,Airtel,Utilities,1159.05,Debit Card,December,12
2024-12-13,Cult.fit,Health,721.13,UPI,December,12
2024-12-13,NPTEL,Education,1376.92,Net Banking,December,12
2024-12-14,Internshala,Education,1907.21,UPI,December,12
2024-12-15,Lakme,Personal Care,1028.33,Debit Card,December,12
2024-12-15,Swiggy,Food & Dining,535.53,Credit Card,December,12
2024-12-15,Cafe Coffee Day,Food & Dining,96.52,Debit Card,December,12
2024-12-15,Swiggy,Food & Dining,601.31,UPI,December,12
2024-12-16,Zepto,Groceries,1170.67,UPI,December,12
2024-12-17,Swiggy,Food & Dining,658.36,Net Banking,December,12
2024-12-17,McDonald's,Food & Dining,640.87,Credit Card,December,12
2024-12-17,Ajio,Shopping,4551.33,Credit Card,December,12
2024-12-17,Bank Charges,Miscellaneous,2988.8,Credit Card,December,12
2024-12-17,Indian Railways,Transport,727.94,UPI,December,12
2024-12-17,Cult.fit,Health,1465.94,Credit Card,December,12
2024-12-17,Zomato,Food & Dining,590.61,Debit Card,December,12
2024-12-18,IndiGo Airlines,Transport,744.01,UPI,December,12
2024-12-18,Uber,Transport,882.73,Net Banking,December,12
2024-12-19,McDonald's,Food & Dining,349.24,Credit Card,December,12
2024-12-19,Zepto,Groceries,168.45,UPI,December,12
2024-12-19,BigBasket,Groceries,929.75,UPI,December,12
2024-12-19,Domino's,Food & Dining,631.23,Net Banking,December,12
2024-12-19,Cafe Coffee Day,Food & Dining,543.8,UPI,December,12
2024-12-20,KFC,Food & Dining,486.17,Credit Card,December,12
2024-12-20,JioMart,Groceries,615.08,Net Banking,December,12
2024-12-20,Apollo Pharmacy,Health,626.91,UPI,December,12
2024-12-21,Swiggy,Food & Dining,98.17,UPI,December,12
2024-12-21,NPTEL,Education,2388.53,UPI,December,12
2024-12-22,PharmEasy,Health,1204.53,Credit Card,December,12
2024-12-22,Amazon,Shopping,1641.27,Debit Card,December,12
2024-12-23,Amazon,Shopping,4871.1,Credit Card,December,12
2024-12-23,Flipkart,Shopping,4704.42,Credit Card,December,12
2024-12-24,Nykaa,Personal Care,384.53,UPI,December,12
2024-12-25,McDonald's,Food & Dining,359.32,UPI,December,12
2024-12-26,PharmEasy,Health,976.13,Net Banking,December,12
2024-12-26,BigBasket,Groceries,1708.31,Net Banking,December,12
2024-12-26,Zepto,Groceries,1558.3,Credit Card,December,12
2024-12-27,Amazon,Shopping,736.99,Net Banking,December,12
2024-12-27,Myntra,Shopping,2805.12,Credit Card,December,12
2024-12-28,Uber,Transport,1149.68,Credit Card,December,12
2024-12-29,Domino's,Food & Dining,721.19,Debit Card,December,12
2024-12-29,Water Bill,Utilities,283.98,Credit Card,December,12
2024-12-29,Unacademy,Education,2706.35,Net Banking,December,12
2024-12-29,PharmEasy,Health,888.08,UPI,December,12
2024-12-30,Jio Recharge,Utilities,429.2,Credit Card,December,12
2024-12-30,Nykaa,Personal Care,1422.92,Debit Card,December,12
2024-12-31,Domino's,Food & Dining,725.34,Debit Card,December,12
